City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,antsiranana,-12.2787,49.2917,21.99000000000001,88,51,4.28,MG,2024-07-26 19:30:33
384,itaituba,-4.2761,-55.9836,31.090000000000032,58,40,4.12,BR,2024-07-26 19:30:33
385,sinabang,2.4803,96.3801,27.04000000000002,83,100,2.3,ID,2024-07-26 19:30:33
386,comayagua,14.45,-87.6333,29.28000000000003,64,56,2.46,HN,2024-07-26 19:29:01
387,la passe,45.5549,-0.8967,22.79000000000002,91,100,3.52,FR,2024-07-26 19:30:34
388,crucecita,-28.95,-58.9833,26.03000000000003,48,0,3.67,AR,2024-07-26 19:30:34
389,villa gesell,-37.2639,-56.973,11.700000000000045,68,93,4.12,AR,2024-07-26 19:27:33
390,changli,39.7042,119.1506,22.760000000000048,97,50,2.12,CN,2024-07-26 19:30:35
391,ambodifotatra,-16.9833,49.85,22.700000000000045,82,33,0.5,MG,2024-07-26 19:30:35
392,chonchi,-42.6128,-73.8092,7.840000000000032,81,31,5.04,CL,2024-07-26 19:30:36
393,south sioux city,42.4739,-96.4136,32.47000000000003,52,0,4.12,US,2024-07-26 19:30:36
394,gurinhem,-7.1239,-35.4244,24.54000000000002,70,14,6.25,BR,2024-07-26 19:30:36
395,callao,-12.0667,-77.15,17.160000000000025,77,100,2.57,PE,2024-07-26 19:27:46
396,fale old settlement,-9.3852,-171.2468,27.860000000000014,67,92,1.19,TK,2024-07-26 19:30:36
397,yeniseysk,58.4497,92.1703,17.970000000000027,81,10,1.77,RU,2024-07-26 19:30:36
398,san luis de la loma,17.2706,-100.8939,31.52000000000004,64,95,4.09,MX,2024-07-26 19:30:36
399,minas de marcona,-15.2119,-75.1103,14.57000000000005,65,4,7.65,PE,2024-07-26 19:30:36
400,krasnystaw,50.9846,23.1742,18.260000000000048,84,68,0.54,PL,2024-07-26 19:30:36
401,villanueva,15.3167,-88.0,31.720000000000027,62,62,2.63,HN,2024-07-26 19:30:36
402,viedma,-40.8135,-62.9967,13.800000000000011,37,0,4.95,AR,2024-07-26 19:30:37
403,bulgan,48.8125,103.5347,15.340000000000032,86,98,1.65,MN,2024-07-26 19:30:37
404,ofunato,39.0717,141.7167,21.390000000000043,98,100,0.88,JP,2024-07-26 19:30:37
405,college,64.8569,-147.8028,18.710000000000036,80,100,2.57,US,2024-07-26 19:30:37
406,salinopolis,-0.6136,-47.3561,27.870000000000005,72,45,6.15,BR,2024-07-26 19:30:38
407,gamay,12.3854,125.2979,23.950000000000045,94,77,1.58,PH,2024-07-26 19:30:38
408,ujae,8.9322,165.7642,28.29000000000002,79,100,8.33,MH,2024-07-26 19:30:38
409,anzio,41.4853,12.6179,27.33000000000004,67,0,3.31,IT,2024-07-26 19:30:38
410,nemuro,43.3236,145.575,13.220000000000027,91,65,1.92,JP,2024-07-26 19:30:38
411,partenit,44.578,34.3446,22.30000000000001,70,100,6.52,UA,2024-07-26 19:30:38
412,chaozhou,23.6651,116.6379,24.920000000000016,96,100,3.91,CN,2024-07-26 19:30:38
413,naze,28.3667,129.4833,27.510000000000048,86,53,5.65,JP,2024-07-26 19:30:38
414,sabha,27.0377,14.4283,35.53000000000003,22,0,4.34,LY,2024-07-26 19:29:29
415,cacoal,-11.4386,-61.4472,37.210000000000036,17,0,2.36,BR,2024-07-26 19:30:38
416,flying fish cove,-10.4217,105.6791,24.82000000000005,88,100,6.17,CX,2024-07-26 19:30:38
417,durban,-29.8579,31.0292,11.510000000000048,68,0,3.9,ZA,2024-07-26 19:30:25
418,sligo,54.2697,-8.4694,13.960000000000036,80,40,3.6,IE,2024-07-26 19:30:39
419,sebdou,34.637,-1.3314,25.610000000000014,28,41,3.05,DZ,2024-07-26 19:30:39
420,colares,38.7992,-9.4469,22.55000000000001,80,20,13.86,PT,2024-07-26 19:30:39
421,dinguiraye,11.3,-10.7167,22.600000000000023,94,100,0.75,GN,2024-07-26 19:30:40
422,pallasovka,50.05,46.8833,17.860000000000014,52,23,4.35,RU,2024-07-26 19:30:40
423,cova figueira,14.8905,-24.2934,20.379999999999995,83,84,0.35,CV,2024-07-26 19:30:40
424,xuanzhou,30.9525,118.7553,26.879999999999995,87,97,7.37,CN,2024-07-26 19:30:40
425,tonga,-20.0,-175.0,22.560000000000002,71,100,9.6,TO,2024-07-26 19:30:40
426,mbandaka,0.0487,18.2603,23.950000000000045,77,99,1.88,CD,2024-07-26 19:30:40
427,crane,31.3974,-102.3501,33.950000000000045,23,0,4.92,US,2024-07-26 19:30:40
428,kyabe,9.4515,18.9449,23.110000000000014,93,100,1.6,TD,2024-07-26 19:30:41
429,prince rupert,54.3161,-130.3201,13.879999999999995,92,100,6.69,CA,2024-07-26 19:30:41
430,richards bay,-28.783,32.0377,17.120000000000005,89,0,1.62,ZA,2024-07-26 19:30:41
431,balkanabat,39.5108,54.3671,33.98000000000002,28,39,6.6,TM,2024-07-26 19:30:41
432,alotau,-10.3069,150.4462,21.840000000000032,90,100,1.77,PG,2024-07-26 19:30:41
433,vila franca do campo,37.7167,-25.4333,25.230000000000018,80,5,4.59,PT,2024-07-26 19:30:41
434,sabang,5.8933,95.3214,29.08000000000004,76,100,7.46,ID,2024-07-26 19:30:41
435,valparaiso,-33.0393,-71.6273,15.990000000000009,65,0,4.63,CL,2024-07-26 19:30:22
436,port lincoln,-34.7333,135.8667,10.800000000000011,60,95,5.91,AU,2024-07-26 19:30:42
437,ust'-uda,54.1742,103.0304,17.480000000000018,96,59,0.8,RU,2024-07-26 19:30:42
438,yaren,-0.5472,166.916,28.79000000000002,70,23,6.89,NR,2024-07-26 19:30:42
439,westport,41.1415,-73.3579,28.160000000000025,46,20,3.6,US,2024-07-26 19:26:48
440,yelabuga,55.7613,52.0649,13.75,89,100,3.21,RU,2024-07-26 19:30:42
441,padang,-0.9492,100.3543,24.03000000000003,89,45,1.77,ID,2024-07-26 19:30:42
442,namibe,-15.1961,12.1522,16.78000000000003,81,64,1.35,AO,2024-07-26 19:30:43
443,haciqabul,40.0408,48.9445,26.460000000000036,49,1,1.97,AZ,2024-07-26 19:30:43
444,huaihua,27.5494,109.9592,25.980000000000018,93,11,1.44,CN,2024-07-26 19:30:43
445,gurupi,-11.7292,-49.0686,33.25,21,53,3.47,BR,2024-07-26 19:30:10
446,mount pearl,47.5166,-52.7813,16.900000000000034,95,100,3.09,CA,2024-07-26 19:30:43
447,zayed city,24.3768,54.589,36.80000000000001,38,0,1.54,AE,2024-07-26 19:30:43
448,sainte-anne-des-monts,49.124,-66.4924,17.930000000000007,77,95,4.63,CA,2024-07-26 19:30:43
449,conde,-7.2597,-34.9075,26.700000000000045,69,40,7.72,BR,2024-07-26 19:30:43
450,okha,53.5739,142.9478,14.879999999999995,92,14,3.01,RU,2024-07-26 19:30:43
451,sosua,19.7667,-70.5167,31.950000000000045,74,40,7.72,DO,2024-07-26 19:30:43
452,sanctuary point,-35.1114,150.629,7.330000000000041,70,39,2.22,AU,2024-07-26 19:30:44
453,gao,16.6362,1.637,35.31,37,3,4.3,ML,2024-07-26 19:30:44
454,la'ie,21.6477,-157.9253,26.25,73,100,2.68,US,2024-07-26 19:30:44
455,la sarre,48.8002,-79.1996,24.689999999999998,52,31,3.22,CA,2024-07-26 19:30:44
456,puerto armuelles,8.2833,-82.8667,28.939999999999998,82,100,3.58,PA,2024-07-26 19:30:44
457,east end,34.5507,-92.341,26.74000000000001,80,100,3.08,US,2024-07-26 19:30:44
458,miri,4.4148,114.0089,27.08000000000004,94,20,0.0,MY,2024-07-26 19:30:44
459,emerald,-23.5333,148.1667,13.520000000000039,85,100,1.83,AU,2024-07-26 19:30:44
460,howard springs,-12.497,131.047,23.379999999999995,95,100,2.03,AU,2024-07-26 19:30:44
461,waingapu,-9.6567,120.2641,23.120000000000005,81,0,2.21,ID,2024-07-26 19:30:45
462,necochea,-38.5473,-58.7368,13.680000000000007,53,8,3.67,AR,2024-07-26 19:30:45
463,buala,-8.145,159.5921,26.03000000000003,86,100,3.45,SB,2024-07-26 19:30:45
464,san patricio,28.017,-97.5169,28.220000000000027,53,63,3.85,US,2024-07-26 19:30:45
465,kone,-21.0595,164.8658,16.57000000000005,80,32,2.01,NC,2024-07-26 19:30:45
466,hanawa,40.1836,140.7872,22.5,99,100,0.85,JP,2024-07-26 19:30:45
467,kasempa,-13.4584,25.8338,17.28000000000003,19,0,2.06,ZM,2024-07-26 19:30:45
468,dass,10.0,9.5167,22.920000000000016,87,90,1.44,NG,2024-07-26 19:30:45
469,sucua,-2.4667,-78.1667,24.410000000000025,68,75,2.06,EC,2024-07-26 19:30:45
470,pathein,16.7833,94.7333,25.890000000000043,91,100,5.56,MM,2024-07-26 19:30:45
471,tchaourou,8.8865,2.5975,22.600000000000023,96,56,2.13,BJ,2024-07-26 19:30:45
472,selkirk,50.1436,-96.8845,28.470000000000027,78,100,2.68,CA,2024-07-26 19:25:48
473,okhotsk,59.3833,143.3,13.25,96,100,0.46,RU,2024-07-26 19:30:46
474,salinas,36.6777,-121.6555,17.58000000000004,73,0,6.17,US,2024-07-26 19:26:10
475,praia da vitoria,38.7333,-27.0667,30.140000000000043,54,40,5.0,PT,2024-07-26 19:30:46
476,port moresby,-9.4431,147.1797,24.680000000000007,83,40,5.14,PG,2024-07-26 19:30:46
477,temiskaming shores,47.4938,-79.7153,25.890000000000043,31,7,2.63,CA,2024-07-26 19:30:46
478,huarmey,-10.0681,-78.1522,19.939999999999998,70,1,5.09,PE,2024-07-26 19:30:46
479,pacific grove,36.6177,-121.9166,16.660000000000025,80,20,4.63,US,2024-07-26 19:30:47
480,rancho palos verdes,33.7445,-118.387,24.260000000000048,75,20,5.14,US,2024-07-26 19:30:47
481,fuerte olimpo,-21.0415,-57.8738,35.170000000000016,20,71,2.51,PY,2024-07-26 19:30:47
482,chamical,-30.36,-66.314,21.620000000000005,19,100,2.55,AR,2024-07-26 19:30:47
483,christchurch,-43.5333,172.6333,5.990000000000009,84,84,0.5,NZ,2024-07-26 19:26:45
484,leh,34.1667,77.5833,17.090000000000032,33,3,3.71,IN,2024-07-26 19:30:47
485,bafoulabe,13.8065,-10.8321,28.950000000000045,70,100,2.07,ML,2024-07-26 19:30:47
486,humboldt,40.6665,-123.9178,12.970000000000027,32,0,3.66,US,2024-07-26 19:30:47
487,el charco,2.4769,-78.1105,29.129999999999995,70,85,3.4,CO,2024-07-26 19:30:47
488,johi,26.6921,67.6133,37.650000000000034,46,99,5.64,PK,2024-07-26 19:30:47
489,tateyama,34.9833,139.8667,26.720000000000027,94,100,4.61,JP,2024-07-26 19:30:48
490,kotido,2.9806,34.1331,20.730000000000018,76,90,1.71,UG,2024-07-26 19:30:48
491,borova,50.1763,30.1043,22.920000000000016,44,100,3.33,UA,2024-07-26 19:30:48
492,hohhot,40.8106,111.6522,19.160000000000025,59,0,3.0,CN,2024-07-26 19:30:48
493,el burgo de osma,41.5862,-3.0652,26.760000000000048,35,68,2.57,ES,2024-07-26 19:30:48
494,tandil,-37.3217,-59.1332,17.600000000000023,47,8,3.55,AR,2024-07-26 19:27:05
495,ayaviri,-14.8864,-70.5889,16.420000000000016,20,0,2.35,PE,2024-07-26 19:30:48
496,qandala,11.472,49.8728,32.150000000000034,59,99,1.22,SO,2024-07-26 19:30:48
497,dwarka,22.2394,68.9678,27.83000000000004,87,100,9.04,IN,2024-07-26 19:30:48
498,valle de la pascua,9.2155,-66.0073,28.860000000000014,79,47,2.93,VE,2024-07-26 19:30:49
499,pahrump,36.2083,-115.9839,38.10000000000002,21,0,4.47,US,2024-07-26 19:30:49
500,qarazhal,48.0078,70.7903,22.160000000000025,36,0,2.51,KZ,2024-07-26 19:30:49
501,northam,51.0333,-4.2167,15.760000000000048,84,1,3.41,GB,2024-07-26 19:30:49
502,sisimiut,66.9395,-53.6735,5.850000000000023,73,100,9.03,GL,2024-07-26 19:30:49
503,komyshuvakha,47.7176,35.5288,25.0,32,93,2.52,UA,2024-07-26 19:30:49
504,portage la prairie,49.9728,-98.2926,27.510000000000048,70,100,3.6,CA,2024-07-26 19:30:49
505,chokwe,-24.5333,32.9833,19.82000000000005,54,2,2.5,MZ,2024-07-26 19:30:49
506,birobidzhan,48.8,132.95,16.83000000000004,98,100,2.45,RU,2024-07-26 19:30:49
507,greymouth,-42.4667,171.2,9.950000000000045,94,67,0.75,NZ,2024-07-26 19:30:50
508,khairagarh,26.95,77.8167,34.31,55,96,2.4,IN,2024-07-26 19:30:50
509,uacu cungo,-11.3634,15.1208,17.439999999999998,44,0,1.31,AO,2024-07-26 19:30:50
510,biloela,-24.4167,150.5,14.400000000000034,91,93,1.25,AU,2024-07-26 19:30:50
511,egilsstadir,65.2653,-14.3948,9.950000000000045,93,100,6.17,IS,2024-07-26 19:30:50
512,nogliki,51.8333,143.1667,13.980000000000018,86,0,5.67,RU,2024-07-26 19:30:50
513,dashitou,43.3067,128.5114,18.900000000000034,99,100,2.15,CN,2024-07-26 19:30:50
514,harnosand,62.6323,17.9379,19.0,84,98,3.54,SE,2024-07-26 19:30:50
515,rabo de peixe,37.8,-25.5833,24.730000000000018,83,40,5.14,PT,2024-07-26 19:30:50
516,vorkuta,67.5,64.0,8.75,90,100,1.78,RU,2024-07-26 19:30:50
517,pimentel,-6.8367,-79.9342,22.160000000000025,60,0,6.17,PE,2024-07-26 19:30:50
518,mandalgovi,45.7625,106.2708,13.810000000000002,91,8,4.52,MN,2024-07-26 19:30:51
519,kibaya,-5.3,36.5667,16.200000000000045,56,4,3.04,TZ,2024-07-26 19:30:51
520,laguna,38.421,-121.4238,34.48000000000002,22,0,4.63,US,2024-07-26 19:30:51
521,grootfontein,-19.5667,18.1167,19.210000000000036,14,0,4.9,NA,2024-07-26 19:30:51
522,posadas,-27.3671,-55.8961,24.710000000000036,73,0,5.14,AR,2024-07-26 19:27:03
523,canatlan,24.5167,-104.7833,23.57000000000005,40,15,5.11,MX,2024-07-26 19:30:51
524,luoyang,34.6836,112.4536,25.82000000000005,91,42,1.79,CN,2024-07-26 19:30:51
525,dakoro,14.5106,6.765,31.27000000000004,50,9,6.1,NE,2024-07-26 19:30:51
526,taroa,8.7058,171.2275,28.510000000000048,80,100,8.12,MH,2024-07-26 19:30:52
527,ta`u,-14.2336,-169.5144,27.100000000000023,79,27,6.77,AS,2024-07-26 19:30:52
528,mermoz boabab,14.7065,-17.4758,27.879999999999995,83,40,2.06,SN,2024-07-26 19:30:52
529,lubango,-14.9172,13.4925,16.920000000000016,22,0,3.09,AO,2024-07-26 19:30:52
530,buka,40.8108,69.1986,27.30000000000001,28,0,3.01,UZ,2024-07-26 19:30:52
531,brokopondo,4.75,-55.1667,29.05000000000001,62,43,1.21,SR,2024-07-26 19:30:52
532,lycksele,64.5954,18.6735,18.930000000000007,68,100,4.63,SE,2024-07-26 19:30:52
533,sarangani,5.4033,125.4636,27.310000000000002,78,100,2.5,PH,2024-07-26 19:30:52
534,kindu,-2.95,25.95,27.560000000000002,35,96,0.43,CD,2024-07-26 19:30:53
535,kralendijk,12.15,-68.2667,30.99000000000001,70,75,12.35,BQ,2024-07-26 19:30:53
536,cumaral,4.2708,-73.4867,27.470000000000027,71,49,2.16,CO,2024-07-26 19:30:53
537,xinyuan,37.3,99.0,8.910000000000025,95,100,0.88,CN,2024-07-26 19:30:53
538,nouadhibou,20.931,-17.0347,23.99000000000001,78,40,6.17,MR,2024-07-26 19:30:53
539,mineral wells,32.8085,-98.1128,29.710000000000036,60,40,3.44,US,2024-07-26 19:30:53
540,lospalos,-8.5186,127.0025,20.74000000000001,99,55,1.64,TL,2024-07-26 19:30:53
541,nabire,-3.3667,135.4833,24.32000000000005,86,97,1.08,ID,2024-07-26 19:30:53
542,fort mcmurray,56.7268,-111.381,17.730000000000018,67,75,2.57,CA,2024-07-26 19:30:13
543,mirriah,13.7073,9.1501,31.439999999999998,49,100,5.49,NE,2024-07-26 19:30:53
544,tezu,27.9167,96.1667,25.230000000000018,96,99,2.39,IN,2024-07-26 19:30:54
545,anchorage,61.2181,-149.9003,13.78000000000003,89,100,6.17,US,2024-07-26 19:29:31
546,kidal,18.4411,1.4078,35.35000000000002,33,8,3.33,ML,2024-07-26 19:30:54
547,lamu,-2.2717,40.902,24.210000000000036,87,28,6.86,KE,2024-07-26 19:30:54
548,ardanuc,41.1274,42.0629,20.670000000000016,94,39,1.04,TR,2024-07-26 19:30:54
549,kerikeri,-35.2268,173.9474,6.830000000000041,92,17,1.91,NZ,2024-07-26 19:30:54
550,tukrah,32.5341,20.5791,27.510000000000048,73,0,4.24,LY,2024-07-26 19:30:54
551,ninghai,29.2892,121.4247,27.090000000000032,93,100,10.09,CN,2024-07-26 19:30:54
552,beau vallon,-20.4189,57.6953,20.930000000000007,83,20,0.51,MU,2024-07-26 19:30:54
553,churachandpur,24.3333,93.6667,23.439999999999998,88,100,2.24,IN,2024-07-26 19:30:54
554,mitu,1.1983,-70.1733,27.960000000000036,71,100,1.22,CO,2024-07-26 19:26:43
555,thinadhoo,0.5333,72.9333,28.950000000000045,73,100,2.9,MV,2024-07-26 19:30:55
556,firmat,-33.4594,-61.4832,22.170000000000016,35,20,1.63,AR,2024-07-26 19:30:55
557,guanica,17.9716,-66.908,33.410000000000025,60,100,8.94,PR,2024-07-26 19:30:55
558,fremont,37.5483,-121.9886,25.390000000000043,52,0,7.72,US,2024-07-26 19:30:01
559,baiquan,47.5833,126.0833,18.760000000000048,98,100,3.8,CN,2024-07-26 19:30:55
560,istgah-e rah ahan-e garmsar,35.2346,52.3094,37.54000000000002,14,0,5.67,IR,2024-07-26 19:30:55
561,ixtapa,20.7,-105.2,30.57000000000005,66,75,3.6,MX,2024-07-26 19:30:55
562,monrovia,6.3005,-10.7969,24.870000000000005,85,99,5.12,LR,2024-07-26 19:30:55
563,kangasniemi,61.9936,26.6479,20.010000000000048,82,52,1.72,FI,2024-07-26 19:30:55
564,kodinar,20.7903,70.7031,27.54000000000002,88,100,9.2,IN,2024-07-26 19:30:55
565,peniche,39.3558,-9.3811,19.939999999999998,93,29,6.85,PT,2024-07-26 19:30:56
566,wajir,1.7471,40.0573,28.160000000000025,43,100,10.81,KE,2024-07-26 19:30:56
567,guilin,25.2819,110.2864,28.060000000000002,92,100,1.51,CN,2024-07-26 19:30:56
568,boyolangu,-8.1181,111.8935,22.110000000000014,96,66,0.85,ID,2024-07-26 19:30:56
569,south hedland,-20.4089,118.5983,10.960000000000036,30,0,3.6,AU,2024-07-26 19:30:56
570,xinqing,48.2333,129.5,18.390000000000043,99,100,4.91,CN,2024-07-26 19:30:56
571,wamba,8.9333,8.6,22.430000000000007,94,100,1.51,NG,2024-07-26 19:30:56
572,rongelap,11.1635,166.8941,28.07000000000005,78,61,8.54,MH,2024-07-26 19:30:56
573,mugia,43.1041,-9.2179,18.28000000000003,91,92,7.4,ES,2024-07-26 19:30:56
574,trincomalee,8.5711,81.2335,28.439999999999998,76,100,9.01,LK,2024-07-26 19:30:56
575,hassi messaoud,31.6804,6.0729,38.920000000000016,13,0,2.06,DZ,2024-07-26 19:30:57
576,naliya,23.2667,68.8333,28.04000000000002,85,100,7.93,IN,2024-07-26 19:30:57
